comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label,cleaned,predicted_sentiment
518,Individual,Section 20,2024-01-23,Direction for technology animal treatment reflect hotel writer skill individual. This change is beneficial and should be welcomed.,Positive,direction technology animal treatment reflect hotel writer skill individual change beneficial welcomed,POSITIVE
519,Consultant,Section 13,2024-06-26,Deep write boy structure room operation however travel visit Democrat scientist report. This change is beneficial and should be welcomed.,Positive,deep write boy structure room operation however travel visit democrat scientist report change beneficial welcomed,POSITIVE
520,Lawyer,Section 13,2024-09-05,Husband source politics make board really high professor democratic right fast feel. It has both advantages and drawbacks depending on context.,Neutral,husband source politics make board really high professor democratic right fast feel advantages drawbacks depending context,NEGATIVE
521,Lawyer,Section 14,2024-08-14,Project professor his few still travel cover tell news send north church. It has both advantages and drawbacks depending on context.,Neutral,project professor still travel cover tell news send north church advantages drawbacks depending context,NEGATIVE
522,Individual,Section 1,2024-06-24,Yeah call another during prevent practice majority know chair. It has both advantages and drawbacks depending on context.,Neutral,yeah call another prevent practice majority know chair advantages drawbacks depending context,NEGATIVE
523,Consultant,Clause 10,2024-09-15,Cultural conference trade somebody red place still campaign near lawyer street. This clause will create difficulties and must be reconsidered.,Negative,cultural conference trade somebody red place still campaign near lawyer street clause create difficulties must reconsidered,NEGATIVE
524,Consultant,Clause 7,2024-08-31,Speech significant choose bank wrong citizen serious century less. This clause will create difficulties and must be reconsidered.,Negative,speech significant choose bank wrong citizen serious century less clause create difficulties must reconsidered,NEGATIVE
525,NGO,Clause 1,2024-07-23,Tax traditional continue until camera system star ground likely force know national laugh light. This change is beneficial and should be welcomed.,Positive,tax traditional continue camera system star ground likely force know national laugh light change beneficial welcomed,POSITIVE
526,Company,Section 2,2024-06-05,Yeah image however night once friend character road include question break recent. This clause will create difficulties and must be reconsidered.,Negative,yeah image however night friend character road include question break recent clause create difficulties must reconsidered,NEGATIVE
527,Consultant,Clause 2,2024-07-27,Tell wear that turn protect suggest in outside. This change is beneficial and should be welcomed.,Positive,tell wear turn protect suggest outside change beneficial welcomed,POSITIVE
528,Consultant,Section 13,2024-03-06,Nearly along instead thus inside how form raise cold statement protect reach capital. This clause will create difficulties and must be reconsidered.,Negative,nearly along instead thus inside form raise cold statement protect reach capital clause create difficulties must reconsidered,NEGATIVE
529,Consultant,Section 17,2024-08-10,A be sea year avoid reach whom tough because decide consumer improve. This change is beneficial and should be welcomed.,Positive,sea year avoid reach tough decide consumer improve change beneficial welcomed,POSITIVE
530,NGO,Section 17,2024-09-03,International once loss arm daughter remember although month add eight him price pretty kid. It has both advantages and drawbacks depending on context.,Neutral,international loss arm daughter remember although month add eight price pretty kid advantages drawbacks depending context,NEGATIVE
531,NGO,Section 9,2024-10-16,Building none present our lot first land. This change is beneficial and should be welcomed.,Positive,building none present lot first land change beneficial welcomed,POSITIVE
532,Individual,Section 11,2024-07-23,Tax dog ability military another election professor performance manager. This clause will create difficulties and must be reconsidered.,Negative,tax dog ability military another election professor performance manager clause create difficulties must reconsidered,NEGATIVE
533,Company,Section 12,2024-10-12,No cold old material tax girl law. This clause will create difficulties and must be reconsidered.,Negative,cold old material tax girl law clause create difficulties must reconsidered,NEGATIVE
534,Consultant,Clause 6,2024-03-04,Since level finish and fast ok else clear city throughout build stage. This change is beneficial and should be welcomed.,Positive,since level finish fast ok else clear city throughout build stage change beneficial welcomed,POSITIVE
535,NGO,Clause 6,2024-01-13,New blood amount against girl treat several become enough field pay ready suddenly interesting between center. It has both advantages and drawbacks depending on context.,Neutral,new blood amount girl treat several become enough field pay ready suddenly interesting center advantages drawbacks depending context,NEGATIVE
536,Regulator,Section 4,2024-01-22,Sense painting worker fast through season by claim building once without get arm win worker action. It has both advantages and drawbacks depending on context.,Neutral,sense painting worker fast season claim building without get arm win worker action advantages drawbacks depending context,NEGATIVE
537,Consultant,Section 4,2024-01-29,Catch glass future read station issue population term suffer. This change is beneficial and should be welcomed.,Positive,catch glass future read station issue population term suffer change beneficial welcomed,POSITIVE
538,Lawyer,Section 15,2024-01-05,Nor site central option not staff nothing environmental finally professor drop at serve hospital result people. It has both advantages and drawbacks depending on context.,Neutral,site central option staff nothing environmental finally professor drop serve hospital result people advantages drawbacks depending context,NEGATIVE
539,Company,Section 1,2024-08-16,Single drop list guess but Democrat real current information she TV type option south majority. This change is beneficial and should be welcomed.,Positive,single drop list guess democrat real current information tv type option south majority change beneficial welcomed,POSITIVE
540,Consultant,Clause 10,2024-07-29,Finish director century PM my billion establish public message clear energy free military issue. This clause will create difficulties and must be reconsidered.,Negative,finish director century pm billion establish public message clear energy free military issue clause create difficulties must reconsidered,NEGATIVE
541,Lawyer,Clause 8,2024-07-06,Improve wear suggest effect budget impact anyone statement I wide cut future hold event during. This change is beneficial and should be welcomed.,Positive,improve wear suggest effect budget impact anyone statement wide cut future hold event change beneficial welcomed,POSITIVE
542,Company,Clause 1,2024-05-17,Lot land exist piece against material continue tend raise management coach hot provide material well. It has both advantages and drawbacks depending on context.,Neutral,lot land exist piece material continue tend raise management coach hot provide material well advantages drawbacks depending context,NEGATIVE
543,Consultant,Section 10,2024-10-01,Who recent door nice article wife various energy. This clause will create difficulties and must be reconsidered.,Negative,recent door nice article wife various energy clause create difficulties must reconsidered,NEGATIVE
544,Regulator,Section 13,2024-06-14,Avoid top address though mention race early describe way think. This clause will create difficulties and must be reconsidered.,Negative,avoid top address though mention race early describe way think clause create difficulties must reconsidered,NEGATIVE
545,Consultant,Section 16,2024-07-06,Parent cup television pretty money section agent case sell across field. This change is beneficial and should be welcomed.,Positive,parent cup television pretty money section agent case sell across field change beneficial welcomed,POSITIVE
546,Individual,Section 20,2024-09-28,Would public push unit but report continue green my from stock minute behind present same. This clause will create difficulties and must be reconsidered.,Negative,would public push unit report continue green stock minute behind present clause create difficulties must reconsidered,NEGATIVE
547,Consultant,Section 8,2024-08-05,Against else serious mouth everything according nice risk first minute. It has both advantages and drawbacks depending on context.,Neutral,else serious mouth everything according nice risk first minute advantages drawbacks depending context,NEGATIVE
548,Consultant,Section 10,2024-01-23,Within eat almost fact price single blood near financial stand stand even over and. This clause will create difficulties and must be reconsidered.,Negative,within eat almost fact price single blood near financial stand stand even clause create difficulties must reconsidered,NEGATIVE
549,Consultant,Section 6,2024-04-22,Fish near entire energy country detail arm hour. It has both advantages and drawbacks depending on context.,Neutral,fish near entire energy country detail arm hour advantages drawbacks depending context,NEGATIVE
550,Individual,Section 8,2024-01-29,Threat main certain suggest among job month us. This change is beneficial and should be welcomed.,Positive,threat main certain suggest among job month us change beneficial welcomed,POSITIVE
551,Auditor,Section 15,2024-03-01,Result answer big structure break beautiful subject professor level town someone which clearly exist prevent. This clause will create difficulties and must be reconsidered.,Negative,result answer big structure break beautiful subject professor level town someone clearly exist prevent clause create difficulties must reconsidered,POSITIVE
552,Lawyer,Clause 5,2024-08-07,Federal perform significant certain account degree story final always during step left. This change is beneficial and should be welcomed.,Positive,federal perform significant certain account degree story final always step left change beneficial welcomed,POSITIVE
553,Individual,Section 1,2024-05-19,Source letter difference exactly ever end future purpose. It has both advantages and drawbacks depending on context.,Neutral,source letter difference exactly ever end future purpose advantages drawbacks depending context,NEGATIVE
554,Company,Section 13,2024-05-21,Ball involve involve anything candidate site stop song Democrat easy arrive dream record individual. This clause will create difficulties and must be reconsidered.,Negative,ball involve involve anything candidate site stop song democrat easy arrive dream record individual clause create difficulties must reconsidered,NEGATIVE
555,Individual,Section 20,2024-01-06,Modern peace visit down those smile economy travel do even somebody should democratic truth. This change is beneficial and should be welcomed.,Positive,modern peace visit smile economy travel even somebody democratic truth change beneficial welcomed,POSITIVE
556,Regulator,Clause 7,2024-09-24,Fire agency report high question blue bed party evidence yard key by write street carry. This change is beneficial and should be welcomed.,Positive,fire agency report high question blue bed party evidence yard key write street carry change beneficial welcomed,POSITIVE
557,Regulator,Clause 8,2024-05-30,East red think own technology represent finish argue simple perform possible. This clause will create difficulties and must be reconsidered.,Negative,east red think technology represent finish argue simple perform possible clause create difficulties must reconsidered,NEGATIVE
558,Company,Section 4,2024-10-11,Money serious account public receive could half. It has both advantages and drawbacks depending on context.,Neutral,money serious account public receive could half advantages drawbacks depending context,NEGATIVE
559,Lawyer,Section 14,2024-05-20,Wife some east happy your police themselves lose under newspaper film describe owner real. This change is beneficial and should be welcomed.,Positive,wife east happy police lose newspaper film describe owner real change beneficial welcomed,POSITIVE
560,NGO,Section 16,2024-06-28,Wind charge fly entire prepare throw shake seven necessary indicate decide least majority cut certainly. It has both advantages and drawbacks depending on context.,Neutral,wind charge fly entire prepare throw shake seven necessary indicate decide least majority cut certainly advantages drawbacks depending context,NEGATIVE
561,Consultant,Clause 8,2024-07-20,Experience main surface yeah design work daughter. It has both advantages and drawbacks depending on context.,Neutral,experience main surface yeah design work daughter advantages drawbacks depending context,NEGATIVE
562,Auditor,Section 9,2024-01-14,Fight determine school technology actually require line. It has both advantages and drawbacks depending on context.,Neutral,fight determine school technology actually require line advantages drawbacks depending context,NEGATIVE
563,Individual,Clause 3,2024-01-19,Where edge outside game value attention computer. This clause will create difficulties and must be reconsidered.,Negative,edge outside game value attention computer clause create difficulties must reconsidered,NEGATIVE
564,Auditor,Section 5,2024-03-18,Police return movie window so open act professional history expect it these win. It has both advantages and drawbacks depending on context.,Neutral,police return movie window open act professional history expect win advantages drawbacks depending context,NEGATIVE
565,Lawyer,Clause 10,2024-07-12,Less compare report outside win away help unit Mrs the seat become hour where each. This clause will create difficulties and must be reconsidered.,Negative,less compare report outside win away help unit mrs seat become hour clause create difficulties must reconsidered,NEGATIVE
566,NGO,Section 3,2024-04-21,Scene or take beautiful college care production send note. This clause will create difficulties and must be reconsidered.,Negative,scene take beautiful college care production send note clause create difficulties must reconsidered,NEGATIVE
567,Lawyer,Section 9,2024-04-21,Organization lawyer thing fall accept action sell environmental. This change is beneficial and should be welcomed.,Positive,organization lawyer thing fall accept action sell environmental change beneficial welcomed,POSITIVE
568,Consultant,Section 7,2024-01-28,Character go story young medical out high. This clause will create difficulties and must be reconsidered.,Negative,character go story young medical high clause create difficulties must reconsidered,NEGATIVE
569,Individual,Clause 7,2024-10-13,Cold style research third quite skill court likely theory. It has both advantages and drawbacks depending on context.,Neutral,cold style research third quite skill court likely theory advantages drawbacks depending context,NEGATIVE
570,Lawyer,Clause 6,2024-03-10,High his special a be fine sit popular stage theory top bag two leg same. This clause will create difficulties and must be reconsidered.,Negative,high special fine sit popular stage theory top bag two leg clause create difficulties must reconsidered,NEGATIVE
571,Regulator,Section 5,2024-09-27,Door heavy south represent skill drive pass stand. It has both advantages and drawbacks depending on context.,Neutral,door heavy south represent skill drive pass stand advantages drawbacks depending context,NEGATIVE
572,Consultant,Clause 7,2024-06-29,Peace course term current protect anything might against job. This change is beneficial and should be welcomed.,Positive,peace course term current protect anything might job change beneficial welcomed,POSITIVE
573,Individual,Section 5,2024-06-18,System face owner suggest hundred practice fact town ball tend card individual scene color. It has both advantages and drawbacks depending on context.,Neutral,system face owner suggest hundred practice fact town ball tend card individual scene color advantages drawbacks depending context,NEGATIVE
574,NGO,Clause 5,2024-08-16,Republican right society successful doctor here human agreement although speak direction improve. It has both advantages and drawbacks depending on context.,Neutral,republican right society successful doctor human agreement although speak direction improve advantages drawbacks depending context,POSITIVE
575,Auditor,Overall Draft,2024-03-25,Mother usually plan foot receive politics I together arrive. It has both advantages and drawbacks depending on context.,Neutral,mother usually plan foot receive politics together arrive advantages drawbacks depending context,NEGATIVE
576,Consultant,Section 18,2024-03-30,Age very night career operation unit risk I camera remain common part prove. It has both advantages and drawbacks depending on context.,Neutral,age night career operation unit risk camera remain common part prove advantages drawbacks depending context,NEGATIVE
577,Lawyer,Section 15,2024-09-19,North season music family again land pressure. It has both advantages and drawbacks depending on context.,Neutral,north season music family land pressure advantages drawbacks depending context,NEGATIVE
578,Auditor,Clause 9,2024-04-12,Skill born fly side same family look wear owner you finish foot. This clause will create difficulties and must be reconsidered.,Negative,skill born fly side family look wear owner finish foot clause create difficulties must reconsidered,NEGATIVE
579,Regulator,Section 19,2024-10-25,Clear call us sign student popular forget someone treatment tree stage perhaps. This clause will create difficulties and must be reconsidered.,Negative,clear call us sign student popular forget someone treatment tree stage perhaps clause create difficulties must reconsidered,NEGATIVE
580,Consultant,Section 15,2024-03-12,Room reflect politics gas green always early score data speak kitchen attack tax seek. It has both advantages and drawbacks depending on context.,Neutral,room reflect politics gas green always early score data speak kitchen attack tax seek advantages drawbacks depending context,NEGATIVE
581,Lawyer,Clause 9,2024-09-27,Picture street these animal first decision name its boy spring wall enough grow itself play wife. It has both advantages and drawbacks depending on context.,Neutral,picture street animal first decision name boy spring wall enough grow play wife advantages drawbacks depending context,NEGATIVE
582,Company,Section 3,2024-02-13,Treat toward last trip system again family pull major something. It has both advantages and drawbacks depending on context.,Neutral,treat toward last trip system family pull major something advantages drawbacks depending context,NEGATIVE
583,Individual,Clause 10,2024-06-10,Usually education music per suffer security need factor term owner health tonight himself something. It has both advantages and drawbacks depending on context.,Neutral,usually education music per suffer security need factor term owner health tonight something advantages drawbacks depending context,NEGATIVE
584,Regulator,Section 1,2024-07-05,President yes candidate summer red ask expert nearly marriage according science wish us financial or same. This change is beneficial and should be welcomed.,Positive,president yes candidate summer red ask expert nearly marriage according science wish us financial change beneficial welcomed,POSITIVE
585,Company,Section 20,2024-09-22,Statement trade indicate station conference according red receive anyone tough simply bank then. It has both advantages and drawbacks depending on context.,Neutral,statement trade indicate station conference according red receive anyone tough simply bank advantages drawbacks depending context,NEGATIVE
586,Regulator,Clause 2,2024-02-17,Be while look significant nearly sister a claim performance stuff cut detail seven. This change is beneficial and should be welcomed.,Positive,look significant nearly sister claim performance stuff cut detail seven change beneficial welcomed,POSITIVE
587,NGO,Section 12,2024-06-05,Already woman husband pick group writer there. This change is beneficial and should be welcomed.,Positive,already woman husband pick group writer change beneficial welcomed,POSITIVE
588,Regulator,Section 13,2024-01-09,Simply prove nation contain audience finally common room law control car them condition never north fear. This change is beneficial and should be welcomed.,Positive,simply prove nation contain audience finally common room law control car condition never north fear change beneficial welcomed,POSITIVE
589,Consultant,Section 2,2024-09-13,Strong staff job why summer ask spend drug finish night. It has both advantages and drawbacks depending on context.,Neutral,strong staff job summer ask spend drug finish night advantages drawbacks depending context,NEGATIVE
590,Company,Clause 3,2024-05-26,Nearly model TV chair hour page candidate go goal less Mr begin girl test. It has both advantages and drawbacks depending on context.,Neutral,nearly model tv chair hour page candidate go goal less mr begin girl test advantages drawbacks depending context,NEGATIVE
591,NGO,Section 12,2024-09-22,Whole factor culture forget I human arm vote vote bit Mrs his mouth be talk. This clause will create difficulties and must be reconsidered.,Negative,whole factor culture forget human arm vote vote bit mrs mouth talk clause create difficulties must reconsidered,NEGATIVE
592,Regulator,Clause 5,2024-06-28,Crime life leg crime name term world purpose check American. This change is beneficial and should be welcomed.,Positive,crime life leg crime name term world purpose check american change beneficial welcomed,POSITIVE
593,Regulator,Section 8,2024-10-23,You audience new write include impact box. It has both advantages and drawbacks depending on context.,Neutral,audience new write include impact box advantages drawbacks depending context,NEGATIVE
594,Auditor,Clause 5,2024-10-22,Relationship all seem scene first value hear compare. This change is beneficial and should be welcomed.,Positive,relationship seem scene first value hear compare change beneficial welcomed,POSITIVE
595,Auditor,Section 5,2024-07-14,Face heart interesting physical study establish sit year trade dark Congress hair that become. It has both advantages and drawbacks depending on context.,Neutral,face heart interesting physical study establish sit year trade dark congress hair become advantages drawbacks depending context,POSITIVE
596,Consultant,Section 14,2024-07-18,Control get middle draw line mention fill what Mrs star music art. It has both advantages and drawbacks depending on context.,Neutral,control get middle draw line mention fill mrs star music art advantages drawbacks depending context,NEGATIVE
597,Company,Section 6,2024-05-05,Challenge image able road truth listen former argue rest machine report. This change is beneficial and should be welcomed.,Positive,challenge image able road truth listen former argue rest machine report change beneficial welcomed,POSITIVE
598,Lawyer,Section 18,2024-04-16,Conference family situation couple quickly cost task school mouth become bit character just. This clause will create difficulties and must be reconsidered.,Negative,conference family situation couple quickly cost task school mouth become bit character clause create difficulties must reconsidered,NEGATIVE
599,NGO,Overall Draft,2024-02-07,Administration course clearly continue campaign defense thought question leg mind. This change is beneficial and should be welcomed.,Positive,administration course clearly continue campaign defense thought question leg mind change beneficial welcomed,POSITIVE
600,Lawyer,Section 6,2024-08-26,Two age hour place how huge how behind give sign the community meet by guess already. This clause will create difficulties and must be reconsidered.,Negative,two age hour place huge behind give sign community meet guess already clause create difficulties must reconsidered,NEGATIVE
601,Individual,Clause 2,2024-01-06,Go world others occur five bank better likely those raise. It has both advantages and drawbacks depending on context.,Neutral,go world others occur five bank better likely raise advantages drawbacks depending context,NEGATIVE
602,NGO,Section 19,2024-04-04,Page partner front bag wish professor guess. It has both advantages and drawbacks depending on context.,Neutral,page partner front bag wish professor guess advantages drawbacks depending context,NEGATIVE
603,Individual,Section 10,2024-03-09,Rock Mr position suggest start difficult next. This change is beneficial and should be welcomed.,Positive,rock mr position suggest start difficult next change beneficial welcomed,POSITIVE
604,Consultant,Section 10,2024-05-13,Stage what money whatever place call question sell discover make by. It has both advantages and drawbacks depending on context.,Neutral,stage money whatever place call question sell discover make advantages drawbacks depending context,NEGATIVE
605,Auditor,Section 5,2024-06-01,By manage mean can item decide Democrat. It has both advantages and drawbacks depending on context.,Neutral,manage mean item decide democrat advantages drawbacks depending context,NEGATIVE
606,Lawyer,Section 5,2024-04-13,West significant become always market Mrs school spring new popular some interest record order chance institution. This change is beneficial and should be welcomed.,Positive,west significant become always market mrs school spring new popular interest record order chance institution change beneficial welcomed,POSITIVE
607,Individual,Section 6,2024-05-25,Image spring music their carry argue put car matter stand vote herself professional science century. This change is beneficial and should be welcomed.,Positive,image spring music carry argue put car matter stand vote professional science century change beneficial welcomed,POSITIVE
608,Individual,Clause 4,2024-01-12,Subject his rise century best civil pay on crime year food space pay. It has both advantages and drawbacks depending on context.,Neutral,subject rise century best civil pay crime year food space pay advantages drawbacks depending context,NEGATIVE
609,Consultant,Clause 7,2024-06-27,Owner eat bad occur also member this manage expert with need soon word note hospital. This clause will create difficulties and must be reconsidered.,Negative,owner eat bad occur also member manage expert need soon word note hospital clause create difficulties must reconsidered,NEGATIVE
610,Company,Clause 9,2024-09-24,Say role little natural child provide however price close mission. This change is beneficial and should be welcomed.,Positive,say role little natural child provide however price close mission change beneficial welcomed,POSITIVE
611,Consultant,Section 5,2024-08-24,Sort coach prevent right character movie offer concern shake general itself save. This change is beneficial and should be welcomed.,Positive,sort coach prevent right character movie offer concern shake general save change beneficial welcomed,POSITIVE
612,Regulator,Section 10,2024-03-03,Stage resource themselves support current research do could leader among reason also green official successful. It has both advantages and drawbacks depending on context.,Neutral,stage resource support current research could leader among reason also green official successful advantages drawbacks depending context,NEGATIVE
613,Auditor,Clause 4,2024-06-30,Ahead artist option such town real require that arrive now concern popular painting local economy. It has both advantages and drawbacks depending on context.,Neutral,ahead artist option town real require arrive concern popular painting local economy advantages drawbacks depending context,POSITIVE
614,Auditor,Section 11,2024-06-15,Kitchen big its young second man rate stay American fly put trade increase training. This clause will create difficulties and must be reconsidered.,Negative,kitchen big young second man rate stay american fly put trade increase training clause create difficulties must reconsidered,NEGATIVE
615,Company,Clause 9,2024-01-27,Stuff red data determine respond budget government pass. It has both advantages and drawbacks depending on context.,Neutral,stuff red data determine respond budget government pass advantages drawbacks depending context,NEGATIVE
616,Individual,Section 9,2024-04-30,Building individual low late within turn single for. It has both advantages and drawbacks depending on context.,Neutral,building individual low late within turn single advantages drawbacks depending context,NEGATIVE
617,NGO,Clause 7,2024-07-28,Spend who able instead wind mother any clearly do buy democratic until glass recently worry cut. It has both advantages and drawbacks depending on context.,Neutral,spend able instead wind mother clearly buy democratic glass recently worry cut advantages drawbacks depending context,NEGATIVE
618,Company,Section 19,2024-09-07,Might water exactly about daughter follow day yourself various stop. It has both advantages and drawbacks depending on context.,Neutral,might water exactly daughter follow day various stop advantages drawbacks depending context,NEGATIVE
619,Company,Overall Draft,2024-03-29,Thousand next activity style election positive country. This change is beneficial and should be welcomed.,Positive,thousand next activity style election positive country change beneficial welcomed,POSITIVE
620,Consultant,Section 20,2024-01-23,Card site leader future while serious ten American civil. It has both advantages and drawbacks depending on context.,Neutral,card site leader future serious ten american civil advantages drawbacks depending context,NEGATIVE
621,Auditor,Section 9,2024-07-31,Table nor street challenge fear deal anything professor. This clause will create difficulties and must be reconsidered.,Negative,table street challenge fear deal anything professor clause create difficulties must reconsidered,NEGATIVE
622,Regulator,Section 5,2024-04-17,Child enjoy cold provide approach country long room will. This clause will create difficulties and must be reconsidered.,Negative,child enjoy cold provide approach country long room clause create difficulties must reconsidered,NEGATIVE
623,Individual,Clause 6,2024-09-06,Big figure wall sign end eye establish price suffer participant able relationship. It has both advantages and drawbacks depending on context.,Neutral,big figure wall sign end eye establish price suffer participant able relationship advantages drawbacks depending context,NEGATIVE
624,Consultant,Section 3,2024-02-28,My kid cultural country wife citizen car end now learn picture push expert. This clause will create difficulties and must be reconsidered.,Negative,kid cultural country wife citizen car end learn picture push expert clause create difficulties must reconsidered,NEGATIVE
625,NGO,Clause 5,2024-10-07,Worker thousand audience impact thousand blue stand time rest from service everything force worry economic central. It has both advantages and drawbacks depending on context.,Neutral,worker thousand audience impact thousand blue stand time rest service everything force worry economic central advantages drawbacks depending context,NEGATIVE
626,Auditor,Section 7,2024-05-17,Book past available cultural miss challenge whose. This clause will create difficulties and must be reconsidered.,Negative,book past available cultural miss challenge whose clause create difficulties must reconsidered,NEGATIVE
627,Auditor,Section 12,2024-07-10,Road different commercial common same half media maybe food like decision so value. This change is beneficial and should be welcomed.,Positive,road different commercial common half media maybe food like decision value change beneficial welcomed,NEGATIVE
628,Auditor,Section 3,2024-01-12,Fund vote bad college structure writer with chair city whether list real. It has both advantages and drawbacks depending on context.,Neutral,fund vote bad college structure writer chair city whether list real advantages drawbacks depending context,NEGATIVE
629,Auditor,Section 5,2024-01-15,Ask way before whole language woman even newspaper citizen since be forward fall give. This change is beneficial and should be welcomed.,Positive,ask way whole language woman even newspaper citizen since forward fall give change beneficial welcomed,POSITIVE
630,Consultant,Section 12,2024-08-18,Manager throughout society one everyone specific system inside success bag opportunity. It has both advantages and drawbacks depending on context.,Neutral,manager throughout society one everyone specific system inside success bag opportunity advantages drawbacks depending context,NEGATIVE
631,NGO,Section 2,2024-03-11,Fight drop significant break scene forget take I four price have career. This clause will create difficulties and must be reconsidered.,Negative,fight drop significant break scene forget take four price career clause create difficulties must reconsidered,NEGATIVE
632,Lawyer,Clause 10,2024-07-15,Understand PM appear fight standard knowledge certain out edge could account meeting physical second particular. This change is beneficial and should be welcomed.,Positive,understand pm appear fight standard knowledge certain edge could account meeting physical second particular change beneficial welcomed,NEGATIVE
633,Consultant,Section 16,2024-02-20,Something need unit argue point television remain enjoy I himself affect simply while view organization wrong. This change is beneficial and should be welcomed.,Positive,something need unit argue point television remain enjoy affect simply view organization wrong change beneficial welcomed,NEGATIVE
634,Lawyer,Clause 5,2024-05-16,Hope decade fight position television find tax research guess security concern should always product whatever. This clause will create difficulties and must be reconsidered.,Negative,hope decade fight position television find tax research guess security concern always product whatever clause create difficulties must reconsidered,NEGATIVE
635,Auditor,Clause 1,2024-01-22,Main page teacher lay rise garden condition protect. This clause will create difficulties and must be reconsidered.,Negative,main page teacher lay rise garden condition protect clause create difficulties must reconsidered,NEGATIVE
636,Regulator,Section 7,2024-06-07,Appear best Mrs you test through attorney city from investment. This clause will create difficulties and must be reconsidered.,Negative,appear best mrs test attorney city investment clause create difficulties must reconsidered,NEGATIVE
637,Consultant,Section 3,2024-09-29,Never hard nature event born especially more whose turn month necessary two. This clause will create difficulties and must be reconsidered.,Negative,never hard nature event born especially whose turn month necessary two clause create difficulties must reconsidered,NEGATIVE
638,Regulator,Section 14,2024-06-26,Far herself leader of future memory ask machine until of free building again police agreement. This change is beneficial and should be welcomed.,Positive,far leader future memory ask machine free building police agreement change beneficial welcomed,POSITIVE
639,Consultant,Clause 1,2024-03-31,Behavior apply billion including parent lay lose. This change is beneficial and should be welcomed.,Positive,behavior apply billion including parent lay lose change beneficial welcomed,POSITIVE
640,Consultant,Clause 9,2024-02-27,From year notice claim accept national democratic. It has both advantages and drawbacks depending on context.,Neutral,year notice claim accept national democratic advantages drawbacks depending context,NEGATIVE
641,Consultant,Section 4,2024-03-12,Analysis meeting difference simple scientist senior spend statement politics mention. It has both advantages and drawbacks depending on context.,Neutral,analysis meeting difference simple scientist senior spend statement politics mention advantages drawbacks depending context,NEGATIVE
642,Auditor,Section 5,2024-05-06,Final education provide week end test our east feel. It has both advantages and drawbacks depending on context.,Neutral,final education provide week end test east feel advantages drawbacks depending context,NEGATIVE
643,Consultant,Section 3,2024-01-18,Concern reflect sign still you technology social little chance region want rate quickly deep. It has both advantages and drawbacks depending on context.,Neutral,concern reflect sign still technology social little chance region want rate quickly deep advantages drawbacks depending context,NEGATIVE
644,Auditor,Section 17,2024-02-26,Somebody town source style far music voice. This clause will create difficulties and must be reconsidered.,Negative,somebody town source style far music voice clause create difficulties must reconsidered,NEGATIVE
645,Consultant,Section 16,2024-09-12,Another Mrs million probably magazine rich he theory change well technology answer practice. It has both advantages and drawbacks depending on context.,Neutral,another mrs million probably magazine rich theory change well technology answer practice advantages drawbacks depending context,NEGATIVE
646,Consultant,Clause 4,2024-09-03,Standard back contain no either hotel left nothing try white. It has both advantages and drawbacks depending on context.,Neutral,standard back contain either hotel left nothing try white advantages drawbacks depending context,NEGATIVE
647,NGO,Clause 5,2024-09-11,Industry very author vote oil plan deep grow whose walk but itself method personal. This clause will create difficulties and must be reconsidered.,Negative,industry author vote oil plan deep grow whose walk method personal clause create difficulties must reconsidered,NEGATIVE
648,Regulator,Clause 2,2024-08-04,Situation official let look war our accept enough. This change is beneficial and should be welcomed.,Positive,situation official let look war accept enough change beneficial welcomed,POSITIVE
649,Individual,Clause 5,2024-06-21,Production strong hope themselves coach if last ball word get story effect especially remain. This change is beneficial and should be welcomed.,Positive,production strong hope coach last ball word get story effect especially remain change beneficial welcomed,POSITIVE
650,Lawyer,Clause 6,2024-02-04,Tax civil trade plan against where station check pattern appear evidence benefit value including edge seat. This clause will create difficulties and must be reconsidered.,Negative,tax civil trade plan station check pattern appear evidence benefit value including edge seat clause create difficulties must reconsidered,NEGATIVE
651,Regulator,Clause 5,2024-05-22,Speech phone film much lose pretty while particular late. This clause will create difficulties and must be reconsidered.,Negative,speech phone film much lose pretty particular late clause create difficulties must reconsidered,NEGATIVE
652,NGO,Section 8,2024-04-05,Life his while front example goal citizen evening month practice contain political goal. This clause will create difficulties and must be reconsidered.,Negative,life front example goal citizen evening month practice contain political goal clause create difficulties must reconsidered,NEGATIVE
653,Consultant,Section 1,2024-09-09,Summer capital beyond visit adult save cut former scene color begin bring bank one make fire. This change is beneficial and should be welcomed.,Positive,summer capital beyond visit adult save cut former scene color begin bring bank one make fire change beneficial welcomed,POSITIVE
654,Individual,Section 16,2024-07-18,Research piece should part wait himself us firm now perform network prove some. It has both advantages and drawbacks depending on context.,Neutral,research piece part wait us firm perform network prove advantages drawbacks depending context,NEGATIVE
655,Auditor,Section 17,2024-03-25,Coach sometimes including head sit attorney ago almost American top wear. This clause will create difficulties and must be reconsidered.,Negative,coach sometimes including head sit attorney ago almost american top wear clause create difficulties must reconsidered,NEGATIVE
656,Auditor,Section 3,2024-01-11,Their air thus deep discuss stand interest history old east professor success. It has both advantages and drawbacks depending on context.,Neutral,air thus deep discuss stand interest history old east professor success advantages drawbacks depending context,POSITIVE
657,Individual,Section 20,2024-08-11,Mission reach material live certainly station box couple cause affect best. It has both advantages and drawbacks depending on context.,Neutral,mission reach material live certainly station box couple cause affect best advantages drawbacks depending context,NEGATIVE
